frame,time_sec,droplet_id,x,y,radius,area
35,0.2916666666666667,2,338,520,40,5026.548245743669
35,0.2916666666666667,3,436,610,35,3848.4510006474966
35,0.2916666666666667,4,404,434,40,5026.548245743669
35,0.2916666666666667,5,328,226,34,3631.6811075498013
35,0.2916666666666667,6,306,462,38,4536.459791783661
35,0.2916666666666667,7,306,334,34,3631.6811075498013
35,0.2916666666666667,8,662,652,30,2827.4333882308138
35,0.2916666666666667,9,336,148,25,1963.4954084936207
35,0.2916666666666667,10,310,238,29,2642.079421669016
35,0.2916666666666667,11,572,650,20,1256.6370614359173
35,0.2916666666666667,12,302,388,27,2290.221044466959
35,0.2916666666666667,13,912,162,18,1017.8760197630929
35,0.2916666666666667,14,458,100,21,1385.442360233099
40,0.3333333333333333,0,496,632,37,4300.840342764427
40,0.3333333333333333,1,644,656,34,3631.6811075498013
40,0.3333333333333333,2,444,612,40,5026.548245743669
40,0.3333333333333333,3,340,520,42,5541.769440932396
40,0.3333333333333333,4,300,322,37,4300.840342764427
40,0.3333333333333333,5,308,462,37,4300.840342764427
40,0.3333333333333333,6,370,246,44,6082.123377349839
40,0.3333333333333333,7,376,570,34,3631.6811075498013
40,0.3333333333333333,8,374,94,32,3216.990877275948
40,0.3333333333333333,9,302,254,23,1661.9025137490005
40,0.3333333333333333,10,694,80,32,3216.990877275948
40,0.3333333333333333,11,722,644,32,3216.990877275948
40,0.3333333333333333,12,536,130,25,1963.4954084936207
40,0.3333333333333333,13,354,316,32,3216.990877275948
40,0.3333333333333333,14,284,218,23,1661.9025137490005
40,0.3333333333333333,15,338,216,24,1809.5573684677208
40,0.3333333333333333,16,392,628,14,615.7521601035994
40,0.3333333333333333,17,324,234,21,1385.442360233099
45,0.375,0,314,248,49,7542.963961269093
45,0.375,1,648,636,49,7542.963961269093
45,0.375,2,340,518,27,2290.221044466959
45,0.375,3,576,638,45,6361.725123519332
45,0.375,4,302,322,34,3631.6811075498013
45,0.375,5,372,258,27,2290.221044466959
45,0.375,6,392,588,25,1963.4954084936207
45,0.375,7,294,388,22,1520.5308443374597
50,0.4166666666666667,0,452,618,49,7542.963961269093
50,0.4166666666666667,1,336,520,43,5808.804816487527
50,0.4166666666666667,2,302,256,40,5026.548245743669
50,0.4166666666666667,3,382,154,28,2463.0086404143976
50,0.4166666666666667,4,656,652,38,4536.459791783661
50,0.4166666666666667,5,414,122,30,2827.4333882308138
50,0.4166666666666667,6,396,582,44,6082.123377349839
50,0.4166666666666667,7,698,76,27,2290.221044466959
50,0.4166666666666667,8,380,380,22,1520.5308443374597
50,0.4166666666666667,9,370,248,28,2463.0086404143976
50,0.4166666666666667,10,632,72,22,1520.5308443374597
50,0.4166666666666667,11,432,112,19,1134.1149479459152
55,0.4583333333333333,0,422,124,43,5808.804816487527
55,0.4583333333333333,1,446,606,43,5808.804816487527
55,0.4583333333333333,2,414,166,42,5541.769440932396
55,0.4583333333333333,3,338,200,39,4778.362426110075
55,0.4583333333333333,4,340,526,32,3216.990877275948
55,0.4583333333333333,5,722,630,32,3216.990877275948
55,0.4583333333333333,6,502,640,35,3848.4510006474966
55,0.4583333333333333,7,300,326,32,3216.990877275948
55,0.4583333333333333,8,650,650,32,3216.990877275948
55,0.4583333333333333,9,902,194,26,2123.7166338267
55,0.4583333333333333,10,430,504,28,2463.0086404143976
55,0.4583333333333333,11,536,74,24,1809.5573684677208
55,0.4583333333333333,12,376,148,15,706.8583470577034
55,0.4583333333333333,13,394,564,22,1520.5308443374597
55,0.4583333333333333,14,380,582,14,615.7521601035994
60,0.5,0,442,606,48,7238.229473870883
60,0.5,1,576,640,47,6939.778171779853
60,0.5,2,388,588,39,4778.362426110075
60,0.5,3,342,516,39,4778.362426110075
60,0.5,4,308,258,39,4778.362426110075
60,0.5,5,420,146,34,3631.6811075498013
60,0.5,6,306,384,39,4778.362426110075
60,0.5,7,298,446,35,3848.4510006474966
60,0.5,8,298,318,39,4778.362426110075
60,0.5,9,316,472,27,2290.221044466959
60,0.5,10,262,272,24,1809.5573684677208
60,0.5,11,372,176,29,2642.079421669016
60,0.5,12,456,104,22,1520.5308443374597
60,0.5,13,376,572,34,3631.6811075498013
60,0.5,14,410,214,22,1520.5308443374597
60,0.5,15,386,632,22,1520.5308443374597
60,0.5,16,512,626,30,2827.4333882308138
60,0.5,17,464,180,20,1256.6370614359173
60,0.5,18,362,272,28,2463.0086404143976
60,0.5,19,398,142,22,1520.5308443374597
60,0.5,20,582,68,19,1134.1149479459152
60,0.5,21,416,118,19,1134.1149479459152
65,0.5416666666666666,0,322,504,34,3631.6811075498013
65,0.5416666666666666,1,360,552,26,2123.7166338267
70,0.5833333333333334,0,300,454,42,5541.769440932396
70,0.5833333333333334,1,334,502,40,5026.548245743669
70,0.5833333333333334,2,374,576,39,4778.362426110075
70,0.5833333333333334,3,410,588,49,7542.963961269093
70,0.5833333333333334,4,466,632,34,3631.6811075498013
70,0.5833333333333334,5,434,604,42,5541.769440932396
70,0.5833333333333334,6,284,232,19,1134.1149479459152
70,0.5833333333333334,7,872,138,14,615.7521601035994
70,0.5833333333333334,8,410,610,18,1017.8760197630929
75,0.625,0,334,508,48,7238.229473870883
75,0.625,1,422,590,43,5808.804816487527
75,0.625,2,290,462,29,2642.079421669016
75,0.625,3,764,644,39,4778.362426110075
75,0.625,4,360,552,29,2642.079421669016
75,0.625,5,402,606,18,1017.8760197630929
75,0.625,6,870,138,24,1809.5573684677208
75,0.625,7,526,662,20,1256.6370614359173
80,0.6666666666666666,0,326,506,43,5808.804816487527
80,0.6666666666666666,1,408,596,43,5808.804816487527
80,0.6666666666666666,2,376,574,34,3631.6811075498013
80,0.6666666666666666,3,474,644,34,3631.6811075498013
80,0.6666666666666666,4,438,120,26,2123.7166338267
80,0.6666666666666666,5,362,526,33,3421.194399759285
80,0.6666666666666666,6,382,162,22,1520.5308443374597
85,0.7083333333333334,0,344,502,45,6361.725123519332
85,0.7083333333333334,1,356,554,25,1963.4954084936207
85,0.7083333333333334,2,308,456,35,3848.4510006474966
85,0.7083333333333334,3,334,520,36,4071.5040790523717
85,0.7083333333333334,4,400,602,34,3631.6811075498013
85,0.7083333333333334,5,384,582,26,2123.7166338267
85,0.7083333333333334,6,294,348,28,2463.0086404143976
85,0.7083333333333334,7,880,124,22,1520.5308443374597
90,0.75,0,368,554,37,4300.840342764427
90,0.75,1,332,502,35,3848.4510006474966
90,0.75,2,696,650,44,6082.123377349839
90,0.75,3,548,644,34,3631.6811075498013
90,0.75,4,406,124,29,2642.079421669016
90,0.75,5,482,634,29,2642.079421669016
90,0.75,6,428,586,21,1385.442360233099
90,0.75,7,302,480,24,1809.5573684677208
90,0.75,8,370,574,22,1520.5308443374597
90,0.75,9,298,442,24,1809.5573684677208
90,0.75,10,266,312,14,615.7521601035994
95,0.7916666666666666,0,296,338,43,5808.804816487527
95,0.7916666666666666,1,420,586,49,7542.963961269093
95,0.7916666666666666,2,386,234,36,4071.5040790523717
95,0.7916666666666666,3,694,634,39,4778.362426110075
95,0.7916666666666666,4,318,240,34,3631.6811075498013
95,0.7916666666666666,5,404,68,35,3848.4510006474966
95,0.7916666666666666,6,360,556,25,1963.4954084936207
95,0.7916666666666666,7,712,624,44,6082.123377349839
95,0.7916666666666666,8,758,600,26,2123.7166338267
95,0.7916666666666666,9,846,120,24,1809.5573684677208
95,0.7916666666666666,10,466,634,24,1809.5573684677208
95,0.7916666666666666,11,320,516,21,1385.442360233099
95,0.7916666666666666,12,398,606,22,1520.5308443374597
95,0.7916666666666666,13,520,64,17,907.9202768874503
95,0.7916666666666666,14,346,498,24,1809.5573684677208
95,0.7916666666666666,15,428,648,17,907.9202768874503
95,0.7916666666666666,16,292,400,16,804.247719318987
95,0.7916666666666666,17,920,560,19,1134.1149479459152
100,0.8333333333333334,0,310,242,34,3631.6811075498013
100,0.8333333333333334,1,328,506,39,4778.362426110075
100,0.8333333333333334,2,366,564,40,5026.548245743669
100,0.8333333333333334,3,704,644,29,2642.079421669016
100,0.8333333333333334,4,618,646,40,5026.548245743669
100,0.8333333333333334,5,298,346,34,3631.6811075498013
100,0.8333333333333334,6,428,596,28,2463.0086404143976
100,0.8333333333333334,7,770,668,22,1520.5308443374597
100,0.8333333333333334,8,520,654,26,2123.7166338267
100,0.8333333333333334,9,832,636,20,1256.6370614359173
100,0.8333333333333334,10,276,236,21,1385.442360233099
100,0.8333333333333334,11,552,634,29,2642.079421669016
100,0.8333333333333334,12,852,654,14,615.7521601035994
105,0.875,0,336,510,33,3421.194399759285
105,0.875,1,420,590,48,7238.229473870883
105,0.875,2,372,174,35,3848.4510006474966
105,0.875,3,298,346,34,3631.6811075498013
105,0.875,4,478,646,32,3216.990877275948
105,0.875,5,358,554,29,2642.079421669016
105,0.875,6,302,432,29,2642.079421669016
105,0.875,7,410,134,29,2642.079421669016
105,0.875,8,300,478,32,3216.990877275948
105,0.875,9,320,472,29,2642.079421669016
105,0.875,10,390,156,28,2463.0086404143976
105,0.875,11,850,152,27,2290.221044466959
105,0.875,12,626,634,24,1809.5573684677208
105,0.875,13,284,242,20,1256.6370614359173
110,0.9166666666666666,0,422,598,43,5808.804816487527
110,0.9166666666666666,1,330,512,38,4536.459791783661
110,0.9166666666666666,2,292,342,38,4536.459791783661
110,0.9166666666666666,3,282,400,36,4071.5040790523717
110,0.9166666666666666,4,700,634,43,5808.804816487527
110,0.9166666666666666,5,484,624,42,5541.769440932396
110,0.9166666666666666,6,370,564,34,3631.6811075498013
110,0.9166666666666666,7,396,222,34,3631.6811075498013
110,0.9166666666666666,8,320,222,34,3631.6811075498013
110,0.9166666666666666,9,666,70,27,2290.221044466959
110,0.9166666666666666,10,424,664,27,2290.221044466959
110,0.9166666666666666,11,410,128,27,2290.221044466959
110,0.9166666666666666,12,394,244,32,3216.990877275948
110,0.9166666666666666,13,502,138,34,3631.6811075498013
110,0.9166666666666666,14,558,640,38,4536.459791783661
110,0.9166666666666666,15,374,542,24,1809.5573684677208
110,0.9166666666666666,16,632,646,27,2290.221044466959
110,0.9166666666666666,17,606,90,22,1520.5308443374597
110,0.9166666666666666,18,324,468,15,706.8583470577034
115,0.9583333333333334,0,700,632,40,5026.548245743669
115,0.9583333333333334,1,332,184,32,3216.990877275948
115,0.9583333333333334,2,326,232,45,6361.725123519332
115,0.9583333333333334,3,342,498,45,6361.725123519332
115,0.9583333333333334,4,476,628,35,3848.4510006474966
115,0.9583333333333334,5,378,172,39,4778.362426110075
115,0.9583333333333334,6,624,646,37,4300.840342764427
115,0.9583333333333334,7,736,82,36,4071.5040790523717
115,0.9583333333333334,8,358,572,29,2642.079421669016
115,0.9583333333333334,9,328,514,24,1809.5573684677208
115,0.9583333333333334,10,546,640,35,3848.4510006474966
115,0.9583333333333334,11,434,602,32,3216.990877275948
115,0.9583333333333334,12,390,212,34,3631.6811075498013
115,0.9583333333333334,13,290,230,23,1661.9025137490005
115,0.9583333333333334,14,570,650,15,706.8583470577034
115,0.9583333333333334,15,594,58,24,1809.5573684677208
115,0.9583333333333334,16,436,654,14,615.7521601035994
115,0.9583333333333334,17,420,136,19,1134.1149479459152
115,0.9583333333333334,18,450,106,21,1385.442360233099
115,0.9583333333333334,19,378,604,19,1134.1149479459152
120,1.0,0,464,108,43,5808.804816487527
120,1.0,1,908,556,14,615.7521601035994
125,1.0416666666666667,0,368,556,29,2642.079421669016
125,1.0416666666666667,1,450,616,34,3631.6811075498013
125,1.0416666666666667,2,354,530,37,4300.840342764427
125,1.0416666666666667,3,320,484,35,3848.4510006474966
125,1.0416666666666667,4,606,316,10,314.1592653589793
125,1.0416666666666667,5,394,586,29,2642.079421669016
125,1.0416666666666667,6,318,450,24,1809.5573684677208
125,1.0416666666666667,7,336,498,21,1385.442360233099
130,1.0833333333333333,0,434,622,43,5808.804816487527
130,1.0833333333333333,1,316,482,39,4778.362426110075
130,1.0833333333333333,2,312,456,34,3631.6811075498013
130,1.0833333333333333,3,412,582,32,3216.990877275948
130,1.0833333333333333,4,504,662,24,1809.5573684677208
135,1.125,0,324,522,45,6361.725123519332
135,1.125,1,324,480,43,5808.804816487527
135,1.125,2,310,426,39,4778.362426110075
135,1.125,3,454,612,48,7238.229473870883
135,1.125,4,358,544,35,3848.4510006474966
135,1.125,5,794,632,33,3421.194399759285
135,1.125,6,394,582,32,3216.990877275948
135,1.125,7,434,624,26,2123.7166338267
135,1.125,8,880,150,24,1809.5573684677208
135,1.125,9,502,646,16,804.247719318987
140,1.1666666666666667,0,392,580,37,4300.840342764427
140,1.1666666666666667,1,372,556,37,4300.840342764427
140,1.1666666666666667,2,316,480,40,5026.548245743669
140,1.1666666666666667,3,350,532,34,3631.6811075498013
140,1.1666666666666667,4,390,644,21,1385.442360233099
140,1.1666666666666667,5,302,310,28,2463.0086404143976
140,1.1666666666666667,6,448,628,22,1520.5308443374597
145,1.2083333333333333,0,326,486,47,6939.778171779853
145,1.2083333333333333,1,356,538,36,4071.5040790523717
145,1.2083333333333333,2,598,638,49,7542.963961269093
145,1.2083333333333333,3,320,434,29,2642.079421669016
145,1.2083333333333333,4,822,604,43,5808.804816487527
145,1.2083333333333333,5,444,610,29,2642.079421669016
145,1.2083333333333333,6,336,232,22,1520.5308443374597
145,1.2083333333333333,7,284,428,17,907.9202768874503
145,1.2083333333333333,8,468,610,25,1963.4954084936207
145,1.2083333333333333,9,314,246,22,1520.5308443374597
150,1.25,0,340,546,49,7542.963961269093
150,1.25,1,424,116,43,5808.804816487527
150,1.25,2,300,424,42,5541.769440932396
150,1.25,3,458,614,41,5281.017250684442
150,1.25,4,322,484,38,4536.459791783661
150,1.25,5,520,644,34,3631.6811075498013
150,1.25,6,310,248,26,2123.7166338267
150,1.25,7,504,664,24,1809.5573684677208
150,1.25,8,306,458,24,1809.5573684677208
150,1.25,9,374,582,20,1256.6370614359173
150,1.25,10,894,142,17,907.9202768874503
150,1.25,11,300,210,15,706.8583470577034
155,1.2916666666666667,0,462,614,43,5808.804816487527
155,1.2916666666666667,1,294,432,42,5541.769440932396
155,1.2916666666666667,2,402,136,34,3631.6811075498013
155,1.2916666666666667,3,602,642,42,5541.769440932396
155,1.2916666666666667,4,324,488,34,3631.6811075498013
155,1.2916666666666667,5,406,596,40,5026.548245743669
155,1.2916666666666667,6,292,368,29,2642.079421669016
155,1.2916666666666667,7,368,162,24,1809.5573684677208
155,1.2916666666666667,8,294,310,26,2123.7166338267
155,1.2916666666666667,9,368,286,36,4071.5040790523717
155,1.2916666666666667,10,360,554,24,1809.5573684677208
155,1.2916666666666667,11,436,108,25,1963.4954084936207
155,1.2916666666666667,12,866,642,18,1017.8760197630929
155,1.2916666666666667,13,320,266,19,1134.1149479459152
155,1.2916666666666667,14,740,620,25,1963.4954084936207
155,1.2916666666666667,15,366,526,17,907.9202768874503
160,1.3333333333333333,0,308,426,44,6082.123377349839
160,1.3333333333333333,1,290,372,34,3631.6811075498013
160,1.3333333333333333,2,468,638,28,2463.0086404143976
160,1.3333333333333333,3,312,248,26,2123.7166338267
160,1.3333333333333333,4,682,628,36,4071.5040790523717
160,1.3333333333333333,5,332,490,26,2123.7166338267
165,1.375,0,466,618,42,5541.769440932396
165,1.375,1,300,428,37,4300.840342764427
165,1.375,2,386,160,43,5808.804816487527
165,1.375,3,328,494,37,4300.840342764427
165,1.375,4,428,150,30,2827.4333882308138
165,1.375,5,282,366,27,2290.221044466959
165,1.375,6,306,284,37,4300.840342764427
165,1.375,7,398,596,29,2642.079421669016
165,1.375,8,582,648,44,6082.123377349839
165,1.375,9,306,244,22,1520.5308443374597
165,1.375,10,286,304,17,907.9202768874503
165,1.375,11,322,420,34,3631.6811075498013
165,1.375,12,378,266,37,4300.840342764427
165,1.375,13,318,260,24,1809.5573684677208
165,1.375,14,352,552,22,1520.5308443374597
165,1.375,15,810,648,19,1134.1149479459152
165,1.375,16,534,654,22,1520.5308443374597
165,1.375,17,364,172,19,1134.1149479459152
165,1.375,18,308,494,18,1017.8760197630929
165,1.375,19,412,614,22,1520.5308443374597
170,1.4166666666666667,0,304,434,49,7542.963961269093
170,1.4166666666666667,1,386,90,37,4300.840342764427
170,1.4166666666666667,2,466,610,47,6939.778171779853
170,1.4166666666666667,3,308,504,39,4778.362426110075
170,1.4166666666666667,4,300,312,47,6939.778171779853
170,1.4166666666666667,5,534,644,42,5541.769440932396
170,1.4166666666666667,6,316,250,32,3216.990877275948
170,1.4166666666666667,7,294,372,29,2642.079421669016
170,1.4166666666666667,8,378,154,33,3421.194399759285
170,1.4166666666666667,9,468,634,34,3631.6811075498013
170,1.4166666666666667,10,466,84,32,3216.990877275948
170,1.4166666666666667,11,678,646,32,3216.990877275948
170,1.4166666666666667,12,374,396,27,2290.221044466959
170,1.4166666666666667,13,658,72,29,2642.079421669016
170,1.4166666666666667,14,702,74,25,1963.4954084936207
170,1.4166666666666667,15,382,586,22,1520.5308443374597
170,1.4166666666666667,16,612,646,29,2642.079421669016
170,1.4166666666666667,17,904,184,24,1809.5573684677208
170,1.4166666666666667,18,338,532,22,1520.5308443374597
170,1.4166666666666667,19,410,140,22,1520.5308443374597
170,1.4166666666666667,20,416,210,17,907.9202768874503
170,1.4166666666666667,21,860,116,13,530.929158456675
175,1.4583333333333333,0,304,428,38,4536.459791783661
175,1.4583333333333333,1,464,624,45,6361.725123519332
175,1.4583333333333333,2,680,638,44,6082.123377349839
175,1.4583333333333333,3,292,368,27,2290.221044466959
175,1.4583333333333333,4,394,138,32,3216.990877275948
175,1.4583333333333333,5,292,306,26,2123.7166338267
175,1.4583333333333333,6,354,536,33,3421.194399759285
175,1.4583333333333333,7,702,72,22,1520.5308443374597
175,1.4583333333333333,8,308,248,29,2642.079421669016
175,1.4583333333333333,9,374,266,33,3421.194399759285
175,1.4583333333333333,10,418,222,24,1809.5573684677208
175,1.4583333333333333,11,382,470,24,1809.5573684677208
175,1.4583333333333333,12,612,652,29,2642.079421669016
175,1.4583333333333333,13,284,436,17,907.9202768874503
175,1.4583333333333333,14,440,124,17,907.9202768874503
180,1.5,0,422,620,29,2642.079421669016
180,1.5,1,344,518,34,3631.6811075498013
180,1.5,2,310,450,20,1256.6370614359173
185,1.5416666666666667,0,358,520,49,7542.963961269093
185,1.5416666666666667,1,490,648,34,3631.6811075498013
185,1.5416666666666667,2,346,540,35,3848.4510006474966
185,1.5416666666666667,3,352,560,32,3216.990877275948
185,1.5416666666666667,4,390,580,34,3631.6811075498013
185,1.5416666666666667,5,318,474,32,3216.990877275948
185,1.5416666666666667,6,396,152,25,1963.4954084936207
190,1.5833333333333333,0,412,598,43,5808.804816487527
190,1.5833333333333333,1,410,576,43,5808.804816487527
190,1.5833333333333333,2,304,456,21,1385.442360233099
190,1.5833333333333333,3,436,624,18,1017.8760197630929
195,1.625,0,312,468,39,4778.362426110075
195,1.625,1,352,538,33,3421.194399759285
195,1.625,2,498,640,29,2642.079421669016
195,1.625,3,298,450,33,3421.194399759285
195,1.625,4,394,580,32,3216.990877275948
195,1.625,5,376,140,26,2123.7166338267
195,1.625,6,426,620,21,1385.442360233099
195,1.625,7,902,182,22,1520.5308443374597
195,1.625,8,472,640,18,1017.8760197630929
195,1.625,9,374,576,20,1256.6370614359173
195,1.625,10,884,132,17,907.9202768874503
200,1.6666666666666667,0,338,514,40,5026.548245743669
200,1.6666666666666667,1,498,640,32,3216.990877275948
200,1.6666666666666667,2,312,458,26,2123.7166338267
200,1.6666666666666667,3,376,568,29,2642.079421669016
200,1.6666666666666667,4,342,188,32,3216.990877275948
200,1.6666666666666667,5,306,276,22,1520.5308443374597
205,1.7083333333333333,0,320,450,49,7542.963961269093
205,1.7083333333333333,1,386,564,45,6361.725123519332
205,1.7083333333333333,2,362,172,32,3216.990877275948
205,1.7083333333333333,3,310,468,35,3848.4510006474966
205,1.7083333333333333,4,504,630,32,3216.990877275948
205,1.7083333333333333,5,294,338,29,2642.079421669016
205,1.7083333333333333,6,292,404,28,2463.0086404143976
205,1.7083333333333333,7,340,534,22,1520.5308443374597
205,1.7083333333333333,8,714,636,25,1963.4954084936207
205,1.7083333333333333,9,374,584,22,1520.5308443374597
210,1.75,0,866,130,29,2642.079421669016
210,1.75,1,294,334,37,4300.840342764427
210,1.75,2,340,536,27,2290.221044466959
210,1.75,3,726,636,34,3631.6811075498013
210,1.75,4,506,622,32,3216.990877275948
210,1.75,5,288,400,25,1963.4954084936207
210,1.75,6,392,562,29,2642.079421669016
210,1.75,7,832,624,17,907.9202768874503
210,1.75,8,374,572,19,1134.1149479459152
210,1.75,9,900,180,15,706.8583470577034
210,1.75,10,358,162,16,804.247719318987
210,1.75,11,372,638,14,615.7521601035994
210,1.75,12,322,406,16,804.247719318987
215,1.7916666666666667,0,440,604,40,5026.548245743669
215,1.7916666666666667,1,708,630,43,5808.804816487527
215,1.7916666666666667,2,338,534,32,3216.990877275948
215,1.7916666666666667,3,496,646,40,5026.548245743669
215,1.7916666666666667,4,380,582,38,4536.459791783661
215,1.7916666666666667,5,302,402,37,4300.840342764427
215,1.7916666666666667,6,362,556,29,2642.079421669016
215,1.7916666666666667,7,316,474,44,6082.123377349839
215,1.7916666666666667,8,308,336,47,6939.778171779853
215,1.7916666666666667,9,900,198,37,4300.840342764427
215,1.7916666666666667,10,646,648,35,3848.4510006474966
215,1.7916666666666667,11,830,632,19,1134.1149479459152
215,1.7916666666666667,12,424,618,19,1134.1149479459152
215,1.7916666666666667,13,380,626,17,907.9202768874503
215,1.7916666666666667,14,568,646,27,2290.221044466959
220,1.8333333333333333,0,306,456,45,6361.725123519332
220,1.8333333333333333,1,310,402,49,7542.963961269093
220,1.8333333333333333,2,340,514,39,4778.362426110075
220,1.8333333333333333,3,432,616,32,3216.990877275948
220,1.8333333333333333,4,306,276,33,3421.194399759285
220,1.8333333333333333,5,362,166,29,2642.079421669016
220,1.8333333333333333,6,496,640,29,2642.079421669016
220,1.8333333333333333,7,286,406,21,1385.442360233099
220,1.8333333333333333,8,836,106,19,1134.1149479459152
220,1.8333333333333333,9,584,652,23,1661.9025137490005
225,1.875,0,394,566,43,5808.804816487527
225,1.875,1,322,458,48,7238.229473870883
225,1.875,2,296,402,32,3216.990877275948
225,1.875,3,508,634,45,6361.725123519332
225,1.875,4,570,640,49,7542.963961269093
225,1.875,5,350,542,34,3631.6811075498013
225,1.875,6,276,230,33,3421.194399759285
225,1.875,7,532,78,32,3216.990877275948
225,1.875,8,306,498,29,2642.079421669016
225,1.875,9,434,618,33,3421.194399759285
225,1.875,10,672,70,26,2123.7166338267
225,1.875,11,394,232,43,5808.804816487527
225,1.875,12,372,168,27,2290.221044466959
225,1.875,13,494,654,22,1520.5308443374597
225,1.875,14,416,132,19,1134.1149479459152
225,1.875,15,300,272,19,1134.1149479459152
230,1.9166666666666667,0,666,642,44,6082.123377349839
230,1.9166666666666667,1,428,108,40,5026.548245743669
230,1.9166666666666667,2,300,396,43,5808.804816487527
230,1.9166666666666667,3,456,662,34,3631.6811075498013
230,1.9166666666666667,4,336,532,36,4071.5040790523717
230,1.9166666666666667,5,290,226,22,1520.5308443374597
230,1.9166666666666667,6,474,90,33,3421.194399759285
230,1.9166666666666667,7,580,656,32,3216.990877275948
230,1.9166666666666667,8,372,160,24,1809.5573684677208
230,1.9166666666666667,9,296,460,24,1809.5573684677208
230,1.9166666666666667,10,286,336,27,2290.221044466959
230,1.9166666666666667,11,446,192,20,1256.6370614359173
230,1.9166666666666667,12,454,122,18,1017.8760197630929
230,1.9166666666666667,13,678,74,21,1385.442360233099
230,1.9166666666666667,14,730,634,16,804.247719318987
230,1.9166666666666667,15,400,590,22,1520.5308443374597
235,1.9583333333333333,0,322,458,43,5808.804816487527
235,1.9583333333333333,1,308,278,34,3631.6811075498013
235,1.9583333333333333,2,328,508,43,5808.804816487527
235,1.9583333333333333,3,386,586,37,4300.840342764427
235,1.9583333333333333,4,328,236,45,6361.725123519332
235,1.9583333333333333,5,298,396,38,4536.459791783661
235,1.9583333333333333,6,438,610,34,3631.6811075498013
235,1.9583333333333333,7,372,170,34,3631.6811075498013
235,1.9583333333333333,8,294,338,27,2290.221044466959
235,1.9583333333333333,9,364,434,32,3216.990877275948
235,1.9583333333333333,10,438,196,30,2827.4333882308138
235,1.9583333333333333,11,634,58,36,4071.5040790523717
